seq_id,locus_tag,origin,strand,start,end,gene,pseudo,prot_id,prot_name,annot
lcl_NZ_CP013994.1_prot_WP_010729343.1_1173 ,AWJ25_RS06030,NZ_CP013994.1,+,1208400,1209194,n.a,false,WP_010729343.1,"HAD family hydrolase","n.a"
lcl_NZ_CP013994.1_prot_WP_002286774.1_2190 ,AWJ25_RS11305,NZ_CP013994.1,-,2242811,2244508,n.a,false,WP_002286774.1,"SpaH/EbpB family LPXTG_anchored major pilin","n.a"
lcl_NZ_CP013994.1_prot_WP_002305452.1_295 ,AWJ25_RS01470,NZ_CP013994.1,+,298210,298521,n.a,false,WP_002305452.1,"bacteriocin immunity protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002296629.1_1198 ,AWJ25_RS06150,NZ_CP013994.1,+,1232294,1233268,sgrA,false,WP_002296629.1,"LPXTG_anchored fibrinogen/nidogen_binding adhesin SgrA","n.a"
lcl_NZ_CP013994.1_prot_WP_002289183.1_1387 ,AWJ25_RS07115,NZ_CP013994.1,-,1423720,1424886,n.a,false,WP_002289183.1,"class I SAM_dependent RNA methyltransferase","n.a"
lcl_NZ_CP013994.1_prot_WP_002303629.1_371 ,AWJ25_RS01865,NZ_CP013994.1,+,380534,381373,prmC,false,WP_002303629.1,"peptide chain release factor N(5)_glutamine methyltransferase","n.a"
lcl_NZ_CP013995.1_prot_WP_002300557.1_2996 ,AWJ25_RS15620,NZ_CP013995.1,-,175184,175471,n.a,false,WP_002300557.1,"type II toxin_antitoxin system RelE/ParE family toxin","n.a"
lcl_NZ_CP013994.1_prot_WP_002294588.1_278 ,AWJ25_RS01385,NZ_CP013994.1,+,279473,279841,rplL,false,WP_002294588.1,"50S ribosomal protein L7/L12","n.a"
lcl_NZ_CP013994.1_prot_WP_002288935.1_865 ,AWJ25_RS04480,NZ_CP013994.1,+,881074,882921,n.a,false,WP_002288935.1,"PHP domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002289004.1_641 ,AWJ25_RS03300,NZ_CP013994.1,+,662489,662719,n.a,false,WP_002289004.1,"DUF1146 domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002295911.1_1297 ,AWJ25_RS06660,NZ_CP013994.1,-,1324359,1324907,n.a,false,WP_002295911.1,"AAA family ATPase","n.a"
lcl_NZ_CP013994.1_prot_WP_000222572.1_1181 ,AWJ25_RS06070,NZ_CP013994.1,+,1216719,1217672,n.a,false,WP_000222572.1,"IS30 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002288181.1_1269 ,AWJ25_RS06515,NZ_CP013994.1,-,1295126,1295656,n.a,false,WP_002288181.1,"membrane protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286455.1_1794 ,AWJ25_RS09280,NZ_CP013994.1,-,1865610,1866410,n.a,false,WP_002286455.1,"glycosyltransferase","n.a"
lcl_NZ_CP013994.1_prot_WP_002295359.1_1689 ,AWJ25_RS08755,NZ_CP013994.1,+,1752608,1752793,n.a,false,WP_002295359.1,"YjzD family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002296186.1_2086 ,AWJ25_RS10780,NZ_CP013994.1,-,2124921,2125994,n.a,false,WP_002296186.1,"ATP_binding cassette domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002332429.1_845 ,AWJ25_RS04375,NZ_CP013994.1,+,865049,865495,n.a,false,WP_002332429.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288394.1_1586 ,AWJ25_RS08125,NZ_CP013994.1,-,1630034,1630876,n.a,false,WP_002288394.1,"DegV family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002303016.1_1841 ,AWJ25_RS09520,NZ_CP013994.1,-,1899633,1899932,n.a,false,WP_002303016.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288331.1_1125 ,AWJ25_RS05785,NZ_CP013994.1,+,1158371,1159297,dnaI,false,WP_002288331.1,"primosomal protein DnaI","n.a"
lcl_NZ_CP013994.1_prot_WP_002291570.1_2059 ,AWJ25_RS10645,NZ_CP013994.1,-,2096490,2096669,n.a,false,WP_002291570.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_010729422.1_844 ,AWJ25_RS04370,NZ_CP013994.1,+,862826,864886,n.a,false,WP_010729422.1,"DUF2479 domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002296397.1_1118 ,AWJ25_RS05750,NZ_CP013994.1,+,1150860,1151543,n.a,false,WP_002296397.1,"Bax inhibitor_1/YccA family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002288727.1_87 ,AWJ25_RS00435,NZ_CP013994.1,+,78987,79733,truA,false,WP_002288727.1,"tRNA pseudouridine(38_40) synthase TruA","n.a"
lcl_NZ_CP013994.1_prot_WP_002286364.1_2298 ,AWJ25_RS11865,NZ_CP013994.1,-,2362072,2363232,n.a,false,WP_002286364.1,"class C sortase","n.a"
lcl_NZ_CP013994.1_prot_WP_002295101.1_600 ,AWJ25_RS03090,NZ_CP013994.1,+,620682,622463,n.a,false,WP_002295101.1,"V_type ATP synthase subunit A","n.a"
lcl_NZ_CP013994.1_prot_WP_002286203.1_2515 ,AWJ25_RS12970,NZ_CP013994.1,+,2600583,2600927,n.a,false,WP_002286203.1,"YtxH domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_059355906.1_334 ,AWJ25_RS01675,NZ_CP013994.1,+,339162,340823,n.a,false,WP_059355906.1,"FGGY_family carbohydrate kinase","n.a"
lcl_NZ_CP013994.1_prot_WP_002302755.1_523 ,AWJ25_RS02690,NZ_CP013994.1,+,538943,540151,n.a,false,WP_002302755.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002305679.1_752 ,AWJ25_RS03890,NZ_CP013994.1,+,781092,782282,n.a,false,WP_002305679.1,"pyridoxal phosphate_dependent aminotransferase","n.a"
lcl_NZ_CP013995.1_prot_WP_002339142.1_3020 ,AWJ25_RS15740,NZ_CP013995.1,-,195289,196509,n.a,false,WP_002339142.1,"NAD(P)H_dependent oxidoreductase","n.a"
lcl_NZ_CP013994.1_prot_WP_002312259.1_723 ,AWJ25_RS03730,NZ_CP013994.1,+,748877,750127,n.a,false,WP_002312259.1,"nucleotide sugar dehydrogenase","n.a"
lcl_NZ_CP013994.1_prot_WP_002287387.1_2605 ,AWJ25_RS13570,NZ_CP013994.1,+,2731168,2732967,n.a,false,WP_002287387.1,"M3 family oligoendopeptidase","n.a"
lcl_NZ_CP013994.1_prot_WP_002294978.1_663 ,AWJ25_RS03425,NZ_CP013994.1,+,683369,684253,pstA,false,WP_002294978.1,"phosphate ABC transporter permease PstA","n.a"
lcl_NZ_CP013994.1_prot_WP_002303579.1_1500 ,AWJ25_RS07690,NZ_CP013994.1,-,1543739,1545274,purH,false,WP_002303579.1,"bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","n.a"
lcl_NZ_CP013994.1_prot_WP_002294254.1_134 ,AWJ25_RS00670,NZ_CP013994.1,+,133529,134242,treR,false,WP_002294254.1,"trehalose operon repressor","n.a"
lcl_NZ_CP013994.1_prot_WP_010729268.1_2755 ,AWJ25_RS14310,NZ_CP013994.1,+,2891843,2893069,n.a,false,WP_010729268.1,"site_specific integrase","n.a"
lcl_NZ_CP013994.1_prot_WP_002290451.1_59 ,AWJ25_RS00295,NZ_CP013994.1,+,63893,64726,rplB,false,WP_002290451.1,"50S ribosomal protein L2","n.a"
lcl_NZ_CP013994.1_prot_WP_002287992.1_1491 ,AWJ25_RS07645,NZ_CP013994.1,-,1531912,1532889,guaC,false,WP_002287992.1,"GMP reductase","n.a"
lcl_NZ_CP013994.1_prot_2445 ,AWJ25_RS12610,NZ_CP013994.1,+,2526176,2527974,n.a,true,n.a,"glycerophosphodiester phosphodiesterase","n.a"
lcl_NZ_CP013994.1_prot_WP_002287661.1_1731 ,AWJ25_RS08965,NZ_CP013994.1,-,1797231,1797455,n.a,false,WP_002287661.1,"hypothetical protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002340477.1_2896 ,AWJ25_RS15085,NZ_CP013995.1,+,73601,74533,lacC,false,WP_002340477.1,"tagatose_6_phosphate kinase","n.a"
lcl_NZ_CP013994.1_prot_WP_002288156.1_1286 ,AWJ25_RS06605,NZ_CP013994.1,+,1313767,1314618,n.a,false,WP_002288156.1,"sugar ABC transporter permease","n.a"
lcl_NZ_CP013994.1_prot_WP_002289619.1_919 ,AWJ25_RS04765,NZ_CP013994.1,+,938453,939163,budA,false,WP_002289619.1,"acetolactate decarboxylase","n.a"
lcl_NZ_CP013994.1_prot_WP_020944994.1_819 ,AWJ25_RS18220,NZ_CP013994.1,+,842801,843070,n.a,false,WP_020944994.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286325.1_2285 ,AWJ25_RS11800,NZ_CP013994.1,+,2349092,2351428,n.a,false,WP_002286325.1,"ABC transporter ATP_binding protein/permease","n.a"
lcl_NZ_CP013994.1_prot_WP_002295087.1_585 ,AWJ25_RS03015,NZ_CP013994.1,+,604319,604756,zapA,false,WP_002295087.1,"cell division protein ZapA","n.a"
lcl_NZ_CP013994.1_prot_WP_002297356.1_2705 ,AWJ25_RS14070,NZ_CP013994.1,+,2839042,2839749,n.a,false,WP_002297356.1,"DNA methylase","n.a"
lcl_NZ_CP013994.1_prot_WP_002303178.1_2535 ,AWJ25_RS13085,NZ_CP013994.1,+,2631606,2632598,n.a,false,WP_002303178.1,"LacI family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002304784.1_256 ,AWJ25_RS01275,NZ_CP013994.1,+,259806,260312,trmL,false,WP_002304784.1,"tRNA (uridine(34)/cytosine(34)/5_carboxymethylaminomethyluridine(34)_2'_O)_methyltransferase TrmL","n.a"
lcl_NZ_CP013994.1_prot_WP_002297349.1_2712 ,AWJ25_RS14100,NZ_CP013994.1,+,2845166,2845555,n.a,false,WP_002297349.1,"conjugal transfer protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002296977.1_1612 ,AWJ25_RS08255,NZ_CP013994.1,-,1658031,1658642,n.a,false,WP_002296977.1,"ECF transporter S component","n.a"
lcl_NZ_CP013994.1_prot_WP_153274509.1_1031 ,AWJ25_RS18235,NZ_CP013994.1,-,1052264,1052416,n.a,false,WP_153274509.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002297192.1_789 ,AWJ25_RS04085,NZ_CP013994.1,+,823527,824048,n.a,false,WP_002297192.1,"dihydrofolate reductase","n.a"
lcl_NZ_CP013995.1_prot_WP_074400136.1_2887 ,AWJ25_RS15035,NZ_CP013995.1,+,66671,67273,n.a,false,WP_074400136.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002294113.1_341 ,AWJ25_RS01715,NZ_CP013994.1,+,348495,348848,n.a,false,WP_002294113.1,"PTS glucitol/sorbitol transporter subunit IIA","n.a"
lcl_NZ_CP013994.1_prot_WP_002288094.1_1978 ,AWJ25_RS10235,NZ_CP013994.1,-,2011492,2012760,dltD,false,WP_002288094.1,"D_alanyl_lipoteichoic acid biosynthesis protein DltD","n.a"
lcl_NZ_CP013994.1_prot_WP_002302625.1_1296 ,AWJ25_RS06655,NZ_CP013994.1,+,1323591,1324103,n.a,false,WP_002302625.1,"GNAT family N_acetyltransferase","n.a"
lcl_NZ_CP013994.1_prot_WP_002321179.1_1521 ,AWJ25_RS07795,NZ_CP013994.1,-,1565793,1566617,n.a,false,WP_002321179.1,"M15 family metallopeptidase","n.a"
lcl_NZ_CP013994.1_prot_WP_002293655.1_2502 ,AWJ25_RS12905,NZ_CP013994.1,-,2590682,2591041,n.a,false,WP_002293655.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286313.1_2279 ,AWJ25_RS11770,NZ_CP013994.1,-,2344157,2344765,n.a,false,WP_002286313.1,"DUF1700 domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002294136.1_993 ,AWJ25_RS05150,NZ_CP013994.1,+,1012534,1013802,rseP,false,WP_002294136.1,"RIP metalloprotease RseP","n.a"
lcl_NZ_CP013994.1_prot_WP_021415055.1_2789 ,AWJ25_RS14480,NZ_CP013994.1,-,2937218,2938459,n.a,false,WP_021415055.1,"U32 family peptidase","n.a"
lcl_NZ_CP013994.1_prot_WP_002287401.1_2600 ,AWJ25_RS13545,NZ_CP013994.1,-,2726203,2726763,n.a,false,WP_002287401.1,"aminoacyl_tRNA hydrolase","n.a"
lcl_NZ_CP013994.1_prot_WP_002288370.1_9 ,AWJ25_RS00045,NZ_CP013994.1,+,9802,10038,rpsR,false,WP_002288370.1,"30S ribosomal protein S18","n.a"
lcl_NZ_CP013994.1_prot_WP_002288804.1_2802 ,AWJ25_RS14605,NZ_CP013994.1,-,2959078,2959791,rsmG,false,WP_002288804.1,"16S rRNA (guanine(527)_N(7))_methyltransferase RsmG","n.a"
lcl_NZ_CP013994.1_prot_WP_002287561.1_2371 ,AWJ25_RS12235,NZ_CP013994.1,-,2451288,2453123,tdc,false,WP_002287561.1,"tyrosine decarboxylase","n.a"
lcl_NZ_CP013994.1_prot_WP_002303789.1_1434 ,AWJ25_RS07350,NZ_CP013994.1,-,1472537,1472878,n.a,false,WP_002303789.1,"helix_turn_helix transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002301399.1_947 ,AWJ25_RS04915,NZ_CP013994.1,-,968902,969861,n.a,false,WP_002301399.1,"IS30 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002287894.1_99 ,AWJ25_RS00495,NZ_CP013994.1,+,93362,95143,n.a,false,WP_002287894.1,"oligopeptide ABC transporter substrate_binding protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002287522.1_3203 ,AWJ25_RS16650,NZ_CP013995.1,+,366249,366653,n.a,false,WP_002287522.1,"IS200/IS605_like element ISEfa4 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002295061.1_572 ,AWJ25_RS02950,NZ_CP013994.1,+,588942,590045,n.a,false,WP_002295061.1,"L_lactate oxidase","n.a"
lcl_NZ_CP013994.1_prot_1915 ,AWJ25_RS17525,NZ_CP013994.1,-,1963823,1964984,n.a,true,n.a,"IS3 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002289079.1_1784 ,AWJ25_RS09230,NZ_CP013994.1,-,1854882,1856102,n.a,false,WP_002289079.1,"ABC transporter ATP_binding protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002287128.1_429 ,AWJ25_RS02165,NZ_CP013994.1,-,446965,447627,n.a,false,WP_002287128.1,"ABC transporter ATP_binding protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286041.1_1336 ,AWJ25_RS06855,NZ_CP013994.1,+,1368144,1369517,n.a,false,WP_002286041.1,"PTS ascorbate transporter subunit IIC","n.a"
lcl_NZ_CP013994.1_prot_WP_010729703.1_1062 ,AWJ25_RS05465,NZ_CP013994.1,+,1087508,1088440,n.a,false,WP_010729703.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002295857.1_1369 ,AWJ25_RS07020,NZ_CP013994.1,-,1403953,1404651,n.a,false,WP_002295857.1,"CBS domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002296551.1_167 ,AWJ25_RS00845,NZ_CP013994.1,-,167116,168861,n.a,false,WP_002296551.1,"AarF/ABC1/UbiB kinase family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002296225.1_2007 ,AWJ25_RS10380,NZ_CP013994.1,-,2040761,2041210,n.a,false,WP_002296225.1,"PTS sugar transporter subunit IIA","n.a"
lcl_NZ_CP013994.1_prot_WP_002296639.1_1206 ,AWJ25_RS06190,NZ_CP013994.1,-,1240355,1241203,n.a,false,WP_002296639.1,"MurR/RpiR family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002313517.1_700 ,AWJ25_RS03615,NZ_CP013994.1,+,723284,725011,n.a,false,WP_002313517.1,"phospho_sugar mutase","n.a"
lcl_NZ_CP013994.1_prot_WP_002287536.1_2356 ,AWJ25_RS12160,NZ_CP013994.1,-,2431545,2433638,n.a,false,WP_002287536.1,"BglG family transcription antiterminator","n.a"
lcl_NZ_CP013994.1_prot_WP_002312270.1_727 ,AWJ25_RS17225,NZ_CP013994.1,+,752753,753814,n.a,false,WP_002312270.1,"glycosyltransferase family 2 protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002320835.1_1467 ,AWJ25_RS07525,NZ_CP013994.1,-,1504734,1505780,holA,false,WP_002320835.1,"DNA polymerase III subunit delta","n.a"
lcl_NZ_CP013994.1_prot_WP_002287653.1_1695 ,AWJ25_RS08785,NZ_CP013994.1,-,1761014,1761862,n.a,false,WP_002287653.1,"MurR/RpiR family transcriptional regulator","n.a"
lcl_NZ_CP013995.1_prot_WP_002302898.1_3129 ,AWJ25_RS16280,NZ_CP013995.1,-,296601,297389,n.a,false,WP_002302898.1,"ParA family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002303013.1_1855 ,AWJ25_RS09590,NZ_CP013994.1,+,1907013,1907474,n.a,false,WP_002303013.1,"DUF4429 domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002303492.1_627 ,AWJ25_RS03230,NZ_CP013994.1,+,649810,650778,n.a,false,WP_002303492.1,"alpha/beta hydrolase","n.a"
lcl_NZ_CP013994.1_prot_WP_002295856.1_1370 ,AWJ25_RS07025,NZ_CP013994.1,-,1404638,1405024,n.a,false,WP_002295856.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002298058.1_502 ,AWJ25_RS02585,NZ_CP013994.1,+,523179,523496,n.a,false,WP_002298058.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002285994.1_2543 ,AWJ25_RS13125,NZ_CP013994.1,-,2642247,2642588,n.a,false,WP_002285994.1,"YlbF family regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_010729657.1_1729 ,AWJ25_RS08955,NZ_CP013994.1,+,1795205,1795525,n.a,false,WP_010729657.1,"DUF1827 family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002303420.1_1248 ,AWJ25_RS06415,NZ_CP013994.1,+,1272534,1273190,n.a,false,WP_002303420.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286491.1_1920 ,AWJ25_RS09940,NZ_CP013994.1,-,1967637,1968083,n.a,false,WP_002286491.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002287263.1_349 ,AWJ25_RS01755,NZ_CP013994.1,+,357229,358254,n.a,false,WP_002287263.1,"serine hydrolase","n.a"
lcl_NZ_CP013995.1_prot_WP_002302440.1_3126 ,AWJ25_RS16265,NZ_CP013995.1,+,292820,294121,n.a,false,WP_002302440.1,"ISL3 family transposase","n.a"
lcl_NZ_CP013995.1_prot_WP_002322465.1_2918 ,AWJ25_RS15205,NZ_CP013995.1,+,95031,95630,n.a,false,WP_002322465.1,"hypothetical protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002333400.1_2892 ,AWJ25_RS15065,NZ_CP013995.1,-,70615,71373,n.a,false,WP_002333400.1,"HAD family hydrolase","n.a"
lcl_NZ_CP013994.1_prot_WP_002289886.1_962 ,AWJ25_RS04995,NZ_CP013994.1,+,982960,983502,n.a,false,WP_002289886.1,"5_formyltetrahydrofolate cyclo_ligase","n.a"
lcl_NZ_CP013994.1_prot_WP_002297274.1_2050 ,AWJ25_RS10600,NZ_CP013994.1,+,2088724,2089476,xth,false,WP_002297274.1,"exodeoxyribonuclease III","n.a"
lcl_NZ_CP013994.1_prot_WP_010729812.1_2751 ,AWJ25_RS14290,NZ_CP013994.1,-,2888411,2889361,n.a,false,WP_010729812.1,"metal ABC transporter substrate_binding protein","n.a"
lcl_NZ_CP013996.1_prot_WP_013330747.1_3243 ,AWJ25_RS16845,NZ_CP013996.1,-,19825,20511,n.a,false,WP_013330747.1,"IS6_like element IS1216 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002296337.1_948 ,AWJ25_RS04920,NZ_CP013994.1,+,970127,970471,n.a,false,WP_002296337.1,"carboxymuconolactone decarboxylase family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286073.1_1310 ,AWJ25_RS06725,NZ_CP013994.1,+,1336819,1337298,n.a,false,WP_002286073.1,"hypothetical protein","n.a"
lcl_NZ_CP013995.1_prot_WP_010729798.1_3064 ,AWJ25_RS15950,NZ_CP013995.1,+,235332,236066,n.a,false,WP_010729798.1,"GntR family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002303804.1_1372 ,AWJ25_RS07035,NZ_CP013994.1,+,1407024,1407257,n.a,false,WP_002303804.1,"cold shock domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002297194.1_785 ,AWJ25_RS04065,NZ_CP013994.1,+,820593,821096,n.a,false,WP_002297194.1,"DUF523 domain_containing protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002289284.1_150 ,AWJ25_RS00755,NZ_CP013994.1,-,148317,148880,n.a,false,WP_002289284.1,"peptide deformylase","n.a"
lcl_NZ_CP013994.1_prot_WP_010729314.1_1142 ,AWJ25_RS05870,NZ_CP013994.1,+,1176056,1180339,n.a,false,WP_010729314.1,"VaFE repeat_containing surface_anchored protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002290383.1_2958 ,AWJ25_RS15425,NZ_CP013995.1,-,137385,137939,n.a,false,WP_002290383.1,"tyrosine_type recombinase/integrase","n.a"
lcl_NZ_CP013994.1_prot_WP_002303107.1_1212 ,AWJ25_RS06220,NZ_CP013994.1,+,1245251,1246108,n.a,false,WP_002303107.1,"PTS system mannose/fructose/sorbose family transporter subunit IID","n.a"
lcl_NZ_CP013994.1_prot_WP_002287256.1_352 ,AWJ25_RS01770,NZ_CP013994.1,+,361042,363075,n.a,false,WP_002287256.1,"BglG family transcription antiterminator","n.a"
lcl_NZ_CP013994.1_prot_WP_002321575.1_6 ,AWJ25_RS00030,NZ_CP013994.1,+,6208,8679,gyrA,false,WP_002321575.1,"DNA gyrase subunit A","n.a"
lcl_NZ_CP013994.1_prot_WP_002286523.1_1932 ,AWJ25_RS10000,NZ_CP013994.1,-,1980983,1981294,n.a,false,WP_002286523.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002303134.1_260 ,AWJ25_RS01295,NZ_CP013994.1,-,264068,264661,n.a,false,WP_002303134.1,"response regulator transcription factor","n.a"
lcl_NZ_CP013994.1_prot_WP_002286854.1_2229 ,AWJ25_RS11505,NZ_CP013994.1,+,2282352,2283806,n.a,false,WP_002286854.1,"MFS transporter","n.a"
lcl_NZ_CP013994.1_prot_WP_002289543.1_1398 ,AWJ25_RS07170,NZ_CP013994.1,-,1434537,1435889,n.a,false,WP_002289543.1,"NADH dehydrogenase","n.a"
lcl_NZ_CP013994.1_prot_WP_002287817.1_1052 ,AWJ25_RS05415,NZ_CP013994.1,+,1073786,1074343,n.a,false,WP_002287817.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002329393.1_836 ,AWJ25_RS04330,NZ_CP013994.1,+,854615,854986,n.a,false,WP_002329393.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286344.1_2293 ,AWJ25_RS11840,NZ_CP013994.1,+,2357796,2358269,n.a,false,WP_002286344.1,"MerR family transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002287788.1_283 ,AWJ25_RS01410,NZ_CP013994.1,+,284832,285545,n.a,false,WP_002287788.1,"MgtC/SapB family protein","n.a"
lcl_NZ_CP013995.1_prot_WP_086953894.1_2925 ,AWJ25_RS18045,NZ_CP013995.1,-,104008,105434),n.a,false,WP_086953894.1,"IS3_like element ISEfa10 family transposase","n.a"
lcl_NZ_CP013994.1_prot_2436 ,AWJ25_RS12560,NZ_CP013994.1,-,,2519469,n.a,true,n.a,"IS256_like element ISEf1 family transposase","n.a"
lcl_NZ_CP013994.1_prot_WP_002304144.1_2339 ,AWJ25_RS12070,NZ_CP013994.1,-,2413854,2415749,n.a,false,WP_002304144.1,"PTS beta_glucoside transporter subunit EIIBCA","n.a"
lcl_NZ_CP013994.1_prot_WP_002287856.1_2468 ,AWJ25_RS12735,NZ_CP013994.1,-,2547089,2547682,n.a,false,WP_002287856.1,"ParB_like nuclease domain_containing protein","n.a"
lcl_NZ_CP013995.1_prot_WP_008271463.1_2963 ,AWJ25_RS15450,NZ_CP013995.1,-,142601,142846,n.a,false,WP_008271463.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286449.1_1791 ,AWJ25_RS09265,NZ_CP013994.1,-,1863105,1863971,rfbA,false,WP_002286449.1,"glucose_1_phosphate thymidylyltransferase RfbA","n.a"
lcl_NZ_CP013994.1_prot_WP_002289135.1_1095 ,AWJ25_RS05635,NZ_CP013994.1,-,1128846,1129775,n.a,false,WP_002289135.1,"helix_turn_helix transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002312284.1_737 ,AWJ25_RS03810,NZ_CP013994.1,+,764298,764498,n.a,false,WP_002312284.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002312281.1_734 ,AWJ25_RS03790,NZ_CP013994.1,+,760524,761141,n.a,false,WP_002312281.1,"VanZ family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002296875.1_1425 ,AWJ25_RS07305,NZ_CP013994.1,-,1462087,1463442,n.a,false,WP_002296875.1,"ribonuclease PH","n.a"
lcl_NZ_CP013994.1_prot_WP_010782558.1_712 ,AWJ25_RS03675,NZ_CP013994.1,+,736625,737026,n.a,false,WP_010782558.1,"diacylglycerol kinase family protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002322258.1_1184 ,AWJ25_RS17380,NZ_CP013994.1,-,1219660,1219920,n.a,false,WP_002322258.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286294.1_2268 ,AWJ25_RS11715,NZ_CP013994.1,+,2332064,2332981,rbsK,false,WP_002286294.1,"ribokinase","n.a"
lcl_NZ_CP013994.1_prot_WP_002297334.1_2727 ,AWJ25_RS14170,NZ_CP013994.1,-,2867795,2869000,n.a,false,WP_002297334.1,"YSIRK_targeted surface antigen transcriptional regulator","n.a"
lcl_NZ_CP013994.1_prot_WP_002288642.1_26 ,AWJ25_RS00130,NZ_CP013994.1,+,30527,30757,n.a,false,WP_002288642.1,"hypothetical protein","n.a"
lcl_NZ_CP013994.1_prot_WP_002286835.1_2218 ,AWJ25_RS11445,NZ_CP013994.1,-,2270270,2271907,n.a,false,WP_002286835.1,"phosphoenolpyruvate carboxykinase (ATP)","n.a"
lcl_NZ_CP013994.1_prot_WP_002288390.1_1590 ,AWJ25_RS08145,NZ_CP013994.1,-,1633230,1635116,n.a,false,WP_002288390.1,"ABC_F family ATP_binding cassette domain_containing protein","n.a"
lcl_NZ_CP013995.1_prot_WP_002300836.1_2908 ,AWJ25_RS15150,NZ_CP013995.1,+,87693,89021,n.a,false,WP_002300836.1,"PTS galactitol transporter subunit IIC","n.a"
lcl_NZ_CP013994.1_prot_WP_002289078.1_1783 ,AWJ25_RS09225,NZ_CP013994.1,-,1853306,1854892,n.a,false,WP_002289078.1,"class I SAM_dependent methyltransferase","n.a"
lcl_NZ_CP013994.1_prot_WP_002297135.1_130 ,AWJ25_RS00650,NZ_CP013994.1,+,125880,128525,mutS,false,WP_002297135.1,"DNA mismatch repair protein MutS","n.a"
lcl_NZ_CP013994.1_prot_WP_002292292.1_2409 ,AWJ25_RS12420,NZ_CP013994.1,-,2491109,2492152,n.a,false,WP_002292292.1,"hypothetical protein","n.a"
