locus_tag,origin,strand,start,end,gene,pseudo,prot_id,prot_name,annot
NWMN_RS01515,NC_009641.1,+,327111,327332,n.a,false,WP_000815401.1,"DUF2483 domain_containing protein","n.a"
NWMN_RS06510,NC_009641.1,+,1265967,1266734,n.a,false,WP_000176394.1,"ribonuclease HII","n.a"
NWMN_RS09370,NC_009641.1,+,1865757,1866200,n.a,false,WP_001153742.1,"competence protein ComK","n.a"
NWMN_RS11445,NC_009641.1,-,2195267,2196850,n.a,false,WP_001294631.1,"PH domain_containing protein","n.a"
NWMN_RS06295,NC_009641.1,+,1218907,1222080,carB,false,WP_001126264.1,"carbamoyl_phosphate synthase large subunit","n.a"
NWMN_RS15535,NC_009641.1,+,2322168,2323792,n.a,true,n.a,"IS1182 family transposase","n.a"
NWMN_RS13940,NC_009641.1,+,2668464,2669195,n.a,false,WP_001795485.1,"peptide ABC transporter permease","n.a"
NWMN_RS05735,NC_009641.1,+,1114710,1114856,n.a,false,WP_000990005.1,"hypothetical protein","n.a"
NWMN_RS07980,NC_009641.1,-,1583010,1584659,n.a,false,WP_001041911.1,"alpha_glucosidase","n.a"
NWMN_RS08675,NC_009641.1,-,1715370,1715654,n.a,false,WP_000916187.1,"50S ribosomal protein L27","n.a"
NWMN_RS06030,NC_009641.1,-,1171087,1171488,n.a,false,WP_000739562.1,"formyl peptide receptor_like 1 inhibitory protein","n.a"
NWMN_RS07100,NC_009641.1,+,1379787,1380908,n.a,false,WP_000691284.1,"exonuclease SbcCD subunit D","n.a"
NWMN_RS13765,NC_009641.1,-,2626049,2626282,n.a,false,WP_001790675.1,"hypothetical protein","n.a"
NWMN_RS01055,NC_009641.1,+,243781,244950,n.a,false,WP_000594814.1,"CDP_glycerol__glycerophosphate glycerophosphotransferase","n.a"
NWMN_RS14670,NC_009641.1,+,2825840,2826268,n.a,false,WP_001549854.1,"hypothetical protein","n.a"
NWMN_RS13275,NC_009641.1,-,2535803,2536402,n.a,false,WP_000162813.1,"DsbA family protein","n.a"
NWMN_RS03620,NC_009641.1,+,722164,722880,n.a,false,WP_000532966.1,"YebC/PmpR family DNA_binding transcriptional regulator","n.a"
NWMN_RS11460,NC_009641.1,-,2198111,2200138,kdpB,false,WP_000546584.1,"potassium_transporting ATPase subunit KdpB","n.a"
NWMN_RS04740,NC_009641.1,-,934242,935558,n.a,false,WP_001124525.1,"CoA_disulfide reductase","n.a"
NWMN_RS02620,NC_009641.1,+,521581,522405,purR,false,WP_001269643.1,"pur operon repressor","n.a"
NWMN_RS00040,NC_009641.1,+,10900,12414,hutH,false,WP_000177464.1,"histidine ammonia_lyase","n.a"
NWMN_RS00465,NC_009641.1,+,104485,105147,deoC,false,WP_000667269.1,"deoxyribose_phosphate aldolase","n.a"
NWMN_RS08130,NC_009641.1,-,1611616,1612707,gcvT,false,WP_000093349.1,"glycine cleavage system aminomethyltransferase GcvT","n.a"
NWMN_RS02175,NC_009641.1,-,433661,433813,n.a,false,WP_000248839.1,"hypothetical protein","n.a"
NWMN_RS07260,NC_009641.1,-,1421069,1421542,n.a,false,WP_000523665.1,"SWIM zinc finger family protein","n.a"
NWMN_RS11110,NC_009641.1,+,2131184,2132221,n.a,false,WP_000857191.1,"site_specific integrase","n.a"
NWMN_RS03460,NC_009641.1,+,688168,688980,tagG,false,WP_001273058.1,"teichoic acids export ABC transporter permease subunit TagG","n.a"
NWMN_RS04220,NC_009641.1,+,840472,840930,n.a,false,WP_000785252.1,"hypothetical protein","n.a"
NWMN_RS09430,NC_009641.1,+,1875972,1877564,pckA,false,WP_000109906.1,"phosphoenolpyruvate carboxykinase (ATP)","n.a"
NWMN_RS02145,NC_009641.1,+,426645,427913,n.a,false,WP_000793009.1,"purine permease","n.a"
NWMN_RS00545,NC_009641.1,+,120842,121606,n.a,false,WP_000565302.1,"tyrosine_protein phosphatase","n.a"
NWMN_RS13360,NC_009641.1,-,2550536,2551003,n.a,false,WP_000200948.1,"QueT transporter family protein","n.a"
NWMN_RS00950,NC_009641.1,+,222755,223897,n.a,false,WP_001789851.1,"PrsW family intramembrane metalloprotease","n.a"
NWMN_RS03665,NC_009641.1,+,728291,728734,n.a,false,WP_001259684.1,"GNAT family N_acetyltransferase","n.a"
NWMN_RS09710,NC_009641.1,+,1923023,1923250,n.a,false,WP_001790152.1,"hypothetical protein","n.a"
NWMN_RS13990,NC_009641.1,-,2676040,2677008,n.a,false,WP_001228162.1,"alpha/beta hydrolase","n.a"
NWMN_RS00940,NC_009641.1,-,219206,220711,n.a,false,WP_001008401.1,"acyl__CoA ligase","n.a"
NWMN_RS12800,NC_009641.1,+,2441495,2441680,n.a,false,WP_000205307.1,"hypothetical protein","n.a"
NWMN_RS14585,NC_009641.1,+,2793005,2793463,n.a,false,WP_000734803.1,"hypothetical protein","n.a"
NWMN_RS02205,NC_009641.1,+,439161,439298,n.a,false,WP_001791691.1,"hypothetical protein","n.a"
NWMN_RS02400,NC_009641.1,+,476042,476956,n.a,false,WP_000634105.1,"cysteine synthase family protein","n.a"
NWMN_RS09210,NC_009641.1,-,1827361,1828203,n.a,false,WP_000689580.1,"MBL fold metallo_hydrolase","n.a"
NWMN_RS04050,NC_009641.1,+,801869,802924,n.a,false,WP_000258151.1,"undecaprenyl/decaprenyl_phosphate alpha_N_acetylglucosaminyl 1_phosphate transferase","n.a"
NWMN_RS09195,NC_009641.1,-,1825386,1825697,n.a,false,WP_000811163.1,"thioredoxin family protein","n.a"
NWMN_RS03210,NC_009641.1,+,644405,645031,n.a,false,WP_000898356.1,"DUF443 family protein","n.a"
NWMN_RS13925,NC_009641.1,+,2665461,2666453,n.a,false,WP_000161536.1,"D_lactate dehydrogenase","n.a"
NWMN_RS15540,NC_009641.1,-,2336296,2337255,lacB,true,n.a,"galactose_6_phosphate isomerase subunit LacB","n.a"
NWMN_RS13930,NC_009641.1,-,2666702,2667502,n.a,false,WP_000237518.1,"HAD family hydrolase","n.a"
NWMN_RS15690,NC_009641.1,-,466495,466560,n.a,false,WP_014373780.1,"phenol_soluble modulin PSM_alpha_2","n.a"
NWMN_RS05165,NC_009641.1,-,1020866,1024636,n.a,false,WP_001074508.1,"mannosyl_glycoprotein endo_beta_N_acetylglucosamidase","n.a"
NWMN_RS07440,NC_009641.1,-,1453280,1454071,n.a,false,WP_001185421.1,"MoxR family ATPase","n.a"
NWMN_RS00330,NC_009641.1,-,77491,78486,sirB,false,WP_000924997.1,"staphyloferrin B ABC transporter permease subunit SirB","n.a"
NWMN_RS04455,NC_009641.1,+,877934,878398,n.a,false,WP_001010508.1,"SUF system NifU family Fe_S cluster assembly protein","n.a"
NWMN_RS08670,NC_009641.1,-,1713723,1715015,obgE,false,WP_000496100.1,"GTPase ObgE","n.a"
NWMN_RS15075,NC_009641.1,-,306834,306974,n.a,false,WP_011446983.1,"hypothetical protein","n.a"
NWMN_RS06955,NC_009641.1,+,1355570,1356478,n.a,false,WP_000593436.1,"ABC transporter ATP_binding protein","n.a"
NWMN_RS06780,NC_009641.1,+,1329268,1331277,mutL,false,WP_000516261.1,"DNA mismatch repair endonuclease MutL","n.a"
NWMN_RS01340,NC_009641.1,+,297572,298072,n.a,false,WP_000141947.1,"TIGR01741 family protein","n.a"
NWMN_RS13550,NC_009641.1,-,2587172,2588350,n.a,false,WP_001802848.1,"MFS transporter","n.a"
NWMN_RS05340,NC_009641.1,+,1058845,1059864,n.a,false,WP_000638456.1,"cytochrome d ubiquinol oxidase subunit II","n.a"
NWMN_RS07960,NC_009641.1,+,1578193,1579008,proC,false,WP_000779744.1,"pyrroline_5_carboxylate reductase","n.a"
NWMN_RS11000,NC_009641.1,-,2118960,2119844,n.a,false,WP_000148316.1,"DnaD domain protein","n.a"
NWMN_RS11975,NC_009641.1,-,2302272,2302457,n.a,false,WP_001790708.1,"hypothetical protein","n.a"
NWMN_RS01480,NC_009641.1,+,324478,324657,n.a,false,WP_000438352.1,"hypothetical protein","n.a"
NWMN_RS13390,NC_009641.1,-,2555895,2556062,n.a,false,WP_001790576.1,"hypothetical protein","n.a"
NWMN_RS12880,NC_009641.1,-,2458042,2458977,n.a,false,WP_000277968.1,"formimidoylglutamase","n.a"
NWMN_RS08325,NC_009641.1,-,1644619,1644795,n.a,false,WP_000048060.1,"30S ribosomal protein S21","n.a"
NWMN_RS13825,NC_009641.1,-,2646197,2646961,n.a,false,WP_000074007.1,"MerR family transcriptional regulator","n.a"
NWMN_RS03370,NC_009641.1,-,671312,671536,n.a,false,WP_000169042.1,"DUF2922 domain_containing protein","n.a"
NWMN_RS15110,NC_009641.1,-,422685,422942,n.a,false,WP_001802787.1,"hypothetical protein","n.a"
NWMN_RS00605,NC_009641.1,+,133553,134815,n.a,false,WP_000779497.1,"nucleotide sugar dehydrogenase","n.a"
NWMN_RS13325,NC_009641.1,-,2543597,2544463,n.a,false,WP_000019127.1,"cation transporter","n.a"
NWMN_RS13855,NC_009641.1,-,2653349,2653447,n.a,false,WP_001791763.1,"hypothetical protein","n.a"
NWMN_RS10945,NC_009641.1,-,2115593,2115793,n.a,false,WP_000265043.1,"DUF1514 domain_containing protein","n.a"
NWMN_RS05035,NC_009641.1,+,998168,998770,n.a,false,WP_001033867.1,"CPBP family intramembrane metalloprotease","n.a"
NWMN_RS11810,NC_009641.1,-,2262169,2263542,n.a,false,WP_000123393.1,"EVE domain_containing protein","n.a"
NWMN_RS08615,NC_009641.1,-,1700484,1700936,n.a,false,WP_000869983.1,"D_tyrosyl_tRNA(Tyr) deacylase","n.a"
NWMN_RS02410,NC_009641.1,+,478376,479400,n.a,true,n.a,"methionine ABC transporter ATP_binding protein","n.a"
NWMN_RS06565,NC_009641.1,+,1279662,1280435,codY,false,WP_000055337.1,"GTP_sensing pleiotropic transcriptional regulator CodY","n.a"
NWMN_RS07675,NC_009641.1,-,1527146,1527487,n.a,false,WP_000182019.1,"hypothetical protein","n.a"
NWMN_RS00495,NC_009641.1,+,110270,111814,n.a,false,WP_000725596.1,"hypothetical protein","n.a"
NWMN_RS08080,NC_009641.1,-,1602127,1603482,accC,false,WP_000756612.1,"acetyl_CoA carboxylase biotin carboxylase subunit","n.a"
NWMN_RS08820,NC_009641.1,-,1739248,1739604,rplT,false,WP_001138360.1,"50S ribosomal protein L20","n.a"
NWMN_RS02995,NC_009641.1,+,595701,596777,n.a,false,WP_000076036.1,"branched_chain amino acid aminotransferase","n.a"
NWMN_RS14450,NC_009641.1,-,2767287,2767382,n.a,false,WP_001789304.1,"hypothetical protein","n.a"
NWMN_RS11260,NC_009641.1,-,2160109,2161137,n.a,false,WP_072353927.1,"YeeE/YedE family protein","n.a"
NWMN_RS02490,NC_009641.1,+,498093,498194,n.a,false,WP_001790661.1,"hypothetical protein","n.a"
NWMN_RS10200,NC_009641.1,-,1999111,1999458,n.a,false,WP_001017815.1,"HK97 gp10 family phage protein","n.a"
NWMN_RS13350,NC_009641.1,+,2548558,2549505,hlgC,false,WP_000916713.1,"bi_component gamma_hemolysin HlgCB subunit C","n.a"
NWMN_RS11775,NC_009641.1,-,2256903,2257253,n.a,false,WP_001024035.1,"membrane protein","n.a"
NWMN_RS00790,NC_009641.1,+,181928,183406,n.a,false,WP_001797475.1,"ABC transporter permease","n.a"
NWMN_RS08705,NC_009641.1,-,1718232,1718705,n.a,false,WP_001236735.1,"DUF4930 family protein","n.a"
NWMN_RS07905,NC_009641.1,-,1570264,1570989,n.a,false,WP_000064078.1,"response regulator transcription factor","n.a"
NWMN_RS14955,NC_009641.1,-,2876554,2877933,mnmE,false,WP_000362503.1,"tRNA uridine_5_carboxymethylaminomethyl(34) synthesis GTPase MnmE","n.a"
NWMN_RS15330,NC_009641.1,+,,1433137,n.a,true,n.a,"transposase","n.a"
NWMN_RS11905,NC_009641.1,-,2290485,2291840,n.a,false,WP_000521491.1,"phosphoglucosamine mutase","n.a"
NWMN_RS09535,NC_009641.1,-,1891212,1895324,n.a,true,n.a,"SMEK domain_containing protein","n.a"
NWMN_RS07595,NC_009641.1,-,1507941,1509332,norB,false,WP_000414685.1,"multidrug efflux MFS transporter NorB","n.a"
NWMN_RS14275,NC_009641.1,-,2732881,2733747,n.a,false,WP_001005511.1,"fructosamine kinase family protein","n.a"
NWMN_RS04670,NC_009641.1,+,914502,915692,n.a,false,WP_000167314.1,"ornithine__oxo_acid transaminase","n.a"
NWMN_RS05245,NC_009641.1,+,1038661,1039332,n.a,false,WP_000666799.1,"phosphoribosylformylglycinamidine synthase subunit PurQ","n.a"
NWMN_RS05100,NC_009641.1,+,1007972,1008523,n.a,false,WP_000620953.1,"GNAT family N_acetyltransferase","n.a"
NWMN_RS00795,NC_009641.1,+,183412,184575,n.a,false,WP_000057899.1,"ABC transporter permease","n.a"
NWMN_RS06605,NC_009641.1,+,1285189,1285971,n.a,false,WP_000868413.1,"phosphatidate cytidylyltransferase","n.a"
NWMN_RS06325,NC_009641.1,+,1226808,1227431,n.a,false,WP_000368227.1,"guanylate kinase","n.a"
NWMN_RS06515,NC_009641.1,+,1266843,1268009,sucC,false,WP_001020801.1,"ADP_forming succinate__CoA ligase subunit beta","n.a"
NWMN_RS13615,NC_009641.1,-,2598874,2599743,n.a,false,WP_000584765.1,"ABC transporter permease","n.a"
NWMN_RS04655,NC_009641.1,+,911319,911912,n.a,false,WP_000035058.1,"peptidyl_prolyl cis_trans isomerase","n.a"
NWMN_RS07035,NC_009641.1,+,1369982,1371499,n.a,false,WP_000082539.1,"catalase","n.a"
NWMN_RS01870,NC_009641.1,-,379030,380388,glpT,false,WP_001010111.1,"glycerol_3_phosphate transporter","n.a"
NWMN_RS07560,NC_009641.1,-,1473903,1474124,n.a,false,WP_001788806.1,"zinc_finger domain_containing protein","n.a"
NWMN_RS00055,NC_009641.1,+,15421,15750,n.a,false,WP_000628050.1,"AzlD domain_containing protein","n.a"
NWMN_RS02135,NC_009641.1,-,425147,425554,n.a,false,WP_000763768.1,"hypothetical protein","n.a"
NWMN_RS10795,NC_009641.1,-,2089433,2089783,n.a,false,WP_000702263.1,"complement inhibitor SCIN_A","n.a"
NWMN_RS03500,NC_009641.1,+,697374,698207,n.a,false,WP_001044662.1,"YitT family protein","n.a"
NWMN_RS00840,NC_009641.1,+,195122,195961,n.a,false,WP_000162661.1,"sugar ABC transporter permease","n.a"
NWMN_RS15675,NC_009641.1,+,115581,116065,tnpA,true,n.a,"IS200/IS605 family transposase","n.a"
NWMN_RS12600,NC_009641.1,-,2403462,2404232,n.a,false,WP_000146745.1,"GNAT family N_acetyltransferase","n.a"
NWMN_RS14540,NC_009641.1,-,2783544,2784248,n.a,false,WP_000138214.1,"Crp/Fnr family transcriptional regulator","n.a"
NWMN_RS06210,NC_009641.1,+,1201559,1202731,ftsZ,false,WP_000888997.1,"cell division protein FtsZ","n.a"
NWMN_RS12820,NC_009641.1,+,2443873,2444403,n.a,false,WP_000904065.1,"hypothetical protein","n.a"
NWMN_RS12330,NC_009641.1,-,2366670,2367110,n.a,false,WP_000766074.1,"50S ribosomal protein L15","n.a"
NWMN_RS14580,NC_009641.1,-,2792220,2792747,isaB,false,WP_001044560.1,"immunodominant staphylococcal antigen IsaB","n.a"
NWMN_RS05030,NC_009641.1,+,997977,998153,n.a,false,WP_000214898.1,"YkvS family protein","n.a"
NWMN_RS07060,NC_009641.1,+,1373771,1374634,n.a,false,WP_000380731.1,"CAP domain_containing protein","n.a"
NWMN_RS07195,NC_009641.1,+,1406214,1407476,n.a,false,WP_000283016.1,"Y_family DNA polymerase","n.a"
NWMN_RS01085,NC_009641.1,+,251503,253242,n.a,false,WP_000925394.1,"sensor histidine kinase","n.a"
NWMN_RS01165,NC_009641.1,+,264375,264725,n.a,true,n.a,"IS1182 family transposase","n.a"
NWMN_RS15360,NC_009641.1,+,1718865,1719062,n.a,false,WP_000025835.1,"hypothetical protein","n.a"
NWMN_RS00035,NC_009641.1,-,9762,10574,n.a,false,WP_000449218.1,"NAD(P)H_hydrate dehydratase","n.a"
NWMN_RS00375,NC_009641.1,+,88972,90174,sbnH,false,WP_001223700.1,"staphyloferrin B biosynthesis decarboxylase SbnH","n.a"
NWMN_RS02725,NC_009641.1,+,542648,543013,folB,false,WP_001154302.1,"dihydroneopterin aldolase","n.a"
NWMN_RS12675,NC_009641.1,-,2415989,2416315,n.a,false,WP_000599587.1,"hypothetical protein","n.a"
NWMN_RS05380,NC_009641.1,+,1065117,1066229,pdhA,false,WP_000035320.1,"pyruvate dehydrogenase (acetyl_transferring) E1 component subunit alpha","n.a"
NWMN_RS15800,NC_009641.1,-,,2655143,n.a,true,n.a,"HxlR family transcriptional regulator","n.a"
NWMN_RS07830,NC_009641.1,-,1555144,1556130,ypdA,false,WP_001174260.1,"YpdA family putative bacillithiol disulfide reductase","n.a"
NWMN_RS02315,NC_009641.1,+,459137,459949,lpl8,false,WP_001797296.1,"tandem_type lipoprotein Lpl8","n.a"
NWMN_RS13095,NC_009641.1,-,2498990,2499421,n.a,false,WP_001253464.1,"DUF2871 domain_containing protein","n.a"
NWMN_RS11150,NC_009641.1,-,2141602,2142045,n.a,false,WP_000022887.1,"GNAT family N_acetyltransferase","n.a"
NWMN_RS10425,NC_009641.1,+,2022127,2023173,n.a,false,WP_001145722.1,"site_specific integrase","n.a"
NWMN_RS04995,NC_009641.1,+,992219,993577,n.a,false,WP_000021864.1,"TrkH family potassium uptake protein","n.a"
NWMN_RS14615,NC_009641.1,-,2803988,2804548,n.a,false,WP_000088195.1,"cysteine hydrolase","n.a"
NWMN_RS05515,NC_009641.1,+,1093239,1093673,n.a,false,WP_000606480.1,"YlbF family regulator","n.a"
NWMN_RS00005,NC_009641.1,+,517,1878,dnaA,false,WP_001290433.1,"chromosomal replication initiator protein DnaA","n.a"
NWMN_RS01435,NC_009641.1,+,316295,316963,n.a,false,WP_000936720.1,"N_acetylmannosamine_6_phosphate 2_epimerase","n.a"
NWMN_RS05405,NC_009641.1,+,1070590,1071129,n.a,false,WP_001020625.1,"helix_turn_helix transcriptional regulator","n.a"
NWMN_RS14005,NC_009641.1,-,2678317,2680383,n.a,false,WP_000473675.1,"PTS glucoside EIICBA component","n.a"
NWMN_RS09735,NC_009641.1,+,1926957,1927460,traP,false,WP_000737976.1,"signal transduction protein TraP","n.a"
NWMN_RS14350,NC_009641.1,+,2745477,2746925,n.a,false,WP_000534425.1,"amino acid permease","n.a"
NWMN_RS05955,NC_009641.1,+,1156942,1157463,n.a,false,WP_000234068.1,"CvpA family protein","n.a"
NWMN_RS00975,NC_009641.1,+,227896,228003,n.a,false,WP_001789859.1,"hypothetical protein","n.a"
NWMN_RS09035,NC_009641.1,-,1788838,1790532,ezrA,false,WP_000244865.1,"septation ring formation regulator EzrA","n.a"
NWMN_RS11160,NC_009641.1,-,2142906,2143496,n.a,false,WP_001293058.1,"terminase small subunit","n.a"
NWMN_RS13980,NC_009641.1,+,2674637,2674840,n.a,false,WP_001177186.1,"hypothetical protein","n.a"
NWMN_RS04665,NC_009641.1,+,913067,914194,n.a,false,WP_000838037.1,"NADH_dependent flavin oxidoreductase","n.a"
NWMN_RS11045,NC_009641.1,+,2125388,2126020,n.a,false,WP_000275058.1,"hypothetical protein","n.a"
NWMN_RS00765,NC_009641.1,+,174254,177043,n.a,false,WP_000331347.1,"type I restriction endonuclease subunit R","n.a"
NWMN_RS11040,NC_009641.1,-,2125009,2125329,n.a,false,WP_001120197.1,"DUF771 domain_containing protein","n.a"
NWMN_RS01765,NC_009641.1,+,359793,360965,n.a,false,WP_000276627.1,"BppU family phage baseplate upper protein","n.a"
NWMN_RS00170,NC_009641.1,+,38371,39438,cstA,false,WP_000816129.1,"persulfide response sulfurtransferase CstA","n.a"
NWMN_RS01280,NC_009641.1,+,290102,290785,n.a,false,WP_000208414.1,"DUF5079 family protein","n.a"
NWMN_RS03330,NC_009641.1,+,663630,664580,n.a,false,WP_001790232.1,"iron ABC transporter permease","n.a"
NWMN_RS11920,NC_009641.1,-,2293799,2294707,rocF,false,WP_000167867.1,"arginase","n.a"
NWMN_RS09840,NC_009641.1,-,1947683,1948282,n.a,false,WP_001251224.1,"glucosamine_6_phosphate isomerase","n.a"
NWMN_RS13815,NC_009641.1,-,2643786,2645339,gntK,false,WP_000876663.1,"gluconokinase","n.a"
NWMN_RS06300,NC_009641.1,+,1222190,1222882,pyrF,false,WP_000654061.1,"orotidine_5'_phosphate decarboxylase","n.a"
NWMN_RS10630,NC_009641.1,-,2061485,2062306,nadE,false,WP_000040873.1,"ammonia_dependent NAD(+) synthetase","n.a"
NWMN_RS01770,NC_009641.1,+,360971,361366,n.a,false,WP_000398878.1,"hypothetical protein","n.a"
NWMN_RS05060,NC_009641.1,+,1002398,1003039,n.a,false,WP_000571178.1,"ABC transporter ATP_binding protein","n.a"
NWMN_RS06590,NC_009641.1,+,1282744,1283466,n.a,false,WP_000057329.1,"UMP kinase","n.a"
NWMN_RS04545,NC_009641.1,+,891065,892522,dltA,false,WP_000129653.1,"D_alanine__poly(phosphoribitol) ligase subunit DltA","n.a"
NWMN_RS11130,NC_009641.1,+,2135868,2137091,n.a,false,WP_000206638.1,"ArgE/DapE family deacylase","n.a"
NWMN_RS04180,NC_009641.1,-,829895,830797,n.a,false,WP_000816295.1,"epimerase","n.a"
NWMN_RS10185,NC_009641.1,-,1997689,1998054,n.a,false,WP_001100167.1,"hypothetical protein","n.a"
NWMN_RS07995,NC_009641.1,-,1585888,1586259,n.a,false,WP_000413437.1,"glyoxalase","n.a"
NWMN_RS09240,NC_009641.1,-,1834293,1834988,n.a,false,WP_001217125.1,"rRNA pseudouridine synthase","n.a"
NWMN_RS02920,NC_009641.1,+,574168,574668,n.a,false,WP_001273085.1,"50S ribosomal protein L10","n.a"
NWMN_RS14635,NC_009641.1,-,2809742,2812132,secA2,false,WP_000680947.1,"accessory Sec system translocase SecA2","n.a"
NWMN_RS11005,NC_009641.1,-,2119874,2120344,ssb,false,WP_000934764.1,"single_stranded DNA_binding protein","n.a"
NWMN_RS01715,NC_009641.1,+,346834,347118,n.a,false,WP_000880587.1,"hypothetical protein","n.a"
NWMN_RS10125,NC_009641.1,-,1982698,1983093,n.a,false,WP_000398879.1,"hypothetical protein","n.a"
NWMN_RS03360,NC_009641.1,-,668866,669240,n.a,false,WP_001018677.1,"transcriptional regulator","n.a"
NWMN_RS08395,NC_009641.1,-,1660438,1660899,n.a,false,WP_000439693.1,"ComE operon protein 2","n.a"
NWMN_RS06225,NC_009641.1,+,1204471,1205034,n.a,false,WP_000018608.1,"cell division protein SepF","n.a"
NWMN_RS03745,NC_009641.1,-,743136,743420,n.a,false,WP_000154465.1,"hypothetical protein","n.a"
NWMN_RS15065,NC_009641.1,+,263508,263687,n.a,false,WP_001791651.1,"NADH dehydrogenase","n.a"
NWMN_RS07690,NC_009641.1,-,1529155,1530447,asnS,false,WP_000858789.1,"asparagine__tRNA ligase","n.a"
NWMN_RS07005,NC_009641.1,+,1364661,1365722,n.a,false,WP_001255460.1,"threonine synthase","n.a"
NWMN_RS03345,NC_009641.1,+,666274,666780,n.a,false,WP_000735558.1,"hypothetical protein","n.a"
NWMN_RS02005,NC_009641.1,+,406535,406738,n.a,false,WP_000157345.1,"DUF951 domain_containing protein","n.a"
NWMN_RS12970,NC_009641.1,-,2474687,2476618,n.a,false,WP_000213874.1,"DHA2 family efflux MFS transporter permease subunit","n.a"
NWMN_RS08905,NC_009641.1,-,1758293,1759561,n.a,false,WP_000123165.1,"NADP_dependent isocitrate dehydrogenase","n.a"
NWMN_RS02615,NC_009641.1,+,520719,521567,n.a,false,WP_000638870.1,"4_(cytidine 5'_diphospho)_2_C_methyl_D_erythritol kinase","n.a"
NWMN_RS07075,NC_009641.1,+,1376149,1376388,n.a,false,WP_000071351.1,"DUF896 domain_containing protein","n.a"
NWMN_RS05680,NC_009641.1,+,1111527,1111781,n.a,false,WP_000022735.1,"DUF3310 domain_containing protein","n.a"
NWMN_RS12110,NC_009641.1,-,2329751,2330635,n.a,false,WP_001797631.1,"alpha/beta hydrolase","n.a"
NWMN_RS12960,NC_009641.1,-,2472675,2473595,n.a,false,WP_000620864.1,"alpha/beta hydrolase","n.a"
NWMN_RS03025,NC_009641.1,+,600672,601238,n.a,false,WP_000677261.1,"FMN_dependent NADPH_azoreductase","n.a"
NWMN_RS07365,NC_009641.1,+,1440676,1441395,dapD,false,WP_000249840.1,"2;3;4;5_tetrahydropyridine_2;6_dicarboxylate N_acetyltransferase","n.a"
NWMN_RS12270,NC_009641.1,-,2358145,2358948,truA,false,WP_001221860.1,"tRNA pseudouridine(38_40) synthase TruA","n.a"
NWMN_RS03240,NC_009641.1,+,648154,648795,n.a,false,WP_001793603.1,"DUF443 domain_containing protein","n.a"
NWMN_RS02630,NC_009641.1,+,522874,523176,n.a,false,WP_000868999.1,"septation protein SpoVG","n.a"
NWMN_RS00685,NC_009641.1,+,156210,156854,n.a,false,WP_000215724.1,"4'_phosphopantetheinyl transferase superfamily protein","n.a"
NWMN_RS15405,NC_009641.1,+,,1920587,n.a,true,n.a,"hypothetical protein","n.a"
NWMN_RS12300,NC_009641.1,-,2363357,2363746,rpsK,false,WP_000101625.1,"30S ribosomal protein S11","n.a"
NWMN_RS08545,NC_009641.1,-,1685031,1687508,n.a,false,WP_001283311.1,"ATP_dependent RecD_like DNA helicase","n.a"
NWMN_RS12175,NC_009641.1,-,2340866,2341714,n.a,false,WP_001015500.1,"aldo/keto reductase","n.a"
NWMN_RS15610,NC_009641.1,-,2642085,2642279,n.a,false,WP_001813681.1,"hypothetical protein","n.a"
NWMN_RS05400,NC_009641.1,+,1070171,1070446,n.a,false,WP_000455597.1,"UPF0223 family protein","n.a"
NWMN_RS10990,NC_009641.1,-,2118322,2118726,n.a,false,WP_000401960.1,"RusA family crossover junction endodeoxyribonuclease","n.a"
NWMN_RS03765,NC_009641.1,+,746310,746762,n.a,false,WP_000216727.1,"hypothetical protein","n.a"
NWMN_RS05865,NC_009641.1,+,1137855,1139027,n.a,false,WP_000276647.1,"BppU family phage baseplate upper protein","n.a"
NWMN_RS09385,NC_009641.1,-,1868001,1868714,n.a,false,WP_001096494.1,"transaldolase","n.a"
NWMN_RS03395,NC_009641.1,+,675305,675649,n.a,false,WP_001048985.1,"cation:proton antiporter","n.a"
NWMN_RS03830,NC_009641.1,-,759151,759591,n.a,false,WP_001093553.1,"DM13 domain_containing protein","n.a"
NWMN_RS01815,NC_009641.1,+,368093,368893,n.a,false,WP_000449061.1,"protein_ADP_ribose hydrolase","n.a"
NWMN_RS06450,NC_009641.1,+,1251851,1252582,n.a,false,WP_000043237.1,"ribonuclease III","n.a"
NWMN_RS13660,NC_009641.1,-,2609569,2609991,n.a,false,WP_001146763.1,"carboxymuconolactone decarboxylase family protein","n.a"
NWMN_RS03095,NC_009641.1,+,623637,625013,n.a,false,WP_001100835.1,"long_chain fatty acid__CoA ligase","n.a"
NWMN_RS13440,NC_009641.1,-,2564714,2565187,n.a,false,WP_000456489.1,"AraC family transcriptional regulator","n.a"
NWMN_RS00870,NC_009641.1,-,202025,202783,n.a,false,WP_000477521.1,"response regulator transcription factor","n.a"
NWMN_RS06375,NC_009641.1,+,1237420,1238163,n.a,false,WP_000888494.1,"protein_serine/threonine phosphatase Stp1","n.a"
NWMN_RS01915,NC_009641.1,+,387710,389392,n.a,false,WP_002869272.1,"iron permease FTR1 family protein","n.a"
NWMN_RS13795,NC_009641.1,-,2635324,2638146,fnbB,true,n.a,"fibronectin_binding protein FnbB","n.a"
NWMN_RS11780,NC_009641.1,-,2257267,2258568,n.a,false,WP_001242318.1,"pyrimidine_nucleoside phosphorylase","n.a"
NWMN_RS09715,NC_009641.1,-,1923252,1924652,n.a,false,WP_000167537.1,"protoporphyrinogen oxidase","n.a"
